timestamp,server_rack,temperature,humidity,power_consumption,vibration,is_anomaly
"2025-10-13T09:36:43.743Z","R2",18.89,43,4132.66,0.1952,0
"2025-10-13T09:41:43.743Z","R8",48.03,53.99,7530.69,5.9952,1
"2025-10-13T09:46:43.743Z","R9",19.31,38.52,4042.48,0.1325,0
"2025-10-13T09:51:43.743Z","R10",19.09,42.23,4175.17,0.5622,0
"2025-10-13T09:56:43.743Z","R3",19.95,39.16,4112.79,0.3864,0
"2025-10-13T10:01:43.743Z","R6",18.68,39.83,4077.56,0.1555,0
"2025-10-13T10:06:43.743Z","R7",19.17,39.65,3986.32,0.3106,0
"2025-10-13T10:11:43.743Z","R6",18.91,41.12,4027.47,0.3497,0
"2025-10-13T10:16:43.743Z","R1",19.37,39.8,3978.92,0.5283,0
"2025-10-13T10:21:43.743Z","R6",52.77,63.05,9961.04,2.2367,1
"2025-10-13T10:26:43.743Z","R6",18.57,40.74,4075.97,0.1942,0
"2025-10-13T10:31:43.743Z","R5",18.48,39.15,3948.4,0.331,0
"2025-10-13T10:36:43.743Z","R5",44.11,46.88,7444.08,4.1768,1
"2025-10-13T10:41:43.743Z","R1",19.07,38.86,3979.73,0.3431,0
"2025-10-13T10:46:43.743Z","R7",50.71,52.33,7780.44,3.2735,1
"2025-10-13T10:51:43.743Z","R6",18.88,41.23,4036.53,0.5425,0
"2025-10-13T10:56:43.743Z","R1",18.22,39.53,4117.21,0.4107,0
"2025-10-13T11:01:43.743Z","R1",19.91,41.77,4013.32,0.4965,0
"2025-10-13T11:06:43.743Z","R9",39.1,43.7,6898.45,3.5054,1
"2025-10-13T11:11:43.743Z","R6",19.06,39.22,3901.7,0.2923,0
"2025-10-13T11:16:43.743Z","R3",19.2,38.07,4020.91,0.3945,0
"2025-10-13T11:21:43.743Z","R1",18.09,39.1,4010,0.1865,0
"2025-10-13T11:26:43.743Z","R10",19.25,37.78,4089.79,0.1115,0
"2025-10-13T11:31:43.743Z","R7",18.3,40.75,3954.44,0.2367,0
"2025-10-13T11:36:43.743Z","R1",19.93,40.41,3917.97,0.1294,0
"2025-10-13T11:41:43.743Z","R5",18.21,40.17,4029.06,0.2523,0
"2025-10-13T11:46:43.743Z","R3",18.21,38.62,3915.43,0.1855,0
"2025-10-13T11:51:43.743Z","R10",18.67,39.69,4004.89,0.2393,0
"2025-10-13T11:56:43.743Z","R1",19.79,42.46,4068.56,0.2628,0
"2025-10-13T12:01:43.743Z","R5",18.62,39.05,4002.4,0.2374,0
"2025-10-13T12:06:43.743Z","R7",18.93,41.21,4132.65,0.2608,0
"2025-10-13T12:11:43.743Z","R1",19.76,41.22,4008.85,0.1242,0
"2025-10-13T12:16:43.743Z","R8",42.53,64.38,9115.13,2.0038,1
"2025-10-13T12:21:43.743Z","R9",18.17,42.23,4047.65,0.1777,0
"2025-10-13T12:26:43.743Z","R9",19.48,40.11,3936.02,0.3289,0
"2025-10-13T12:31:43.743Z","R5",18.9,39.63,4114,0.1614,0
"2025-10-13T12:36:43.743Z","R5",18.91,40.09,4116.22,0.2009,0
"2025-10-13T12:41:43.743Z","R5",39.33,45.97,6492.04,3.7965,1
"2025-10-13T12:46:43.743Z","R3",20.01,40.5,4104.9,0.4287,0
"2025-10-13T12:51:43.743Z","R5",19.55,38.17,3953.8,0.4516,0
"2025-10-13T12:56:43.743Z","R4",54.02,52.75,9716.12,4.2331,1
"2025-10-13T13:01:43.743Z","R6",18.76,42.33,4184.06,0.2292,0
"2025-10-13T13:06:43.743Z","R10",19.26,43.02,4219.31,0.2664,0
"2025-10-13T13:11:43.743Z","R3",19.05,39.43,4077.15,0.3565,0
"2025-10-13T13:16:43.743Z","R3",19.51,39.19,4136.84,0.1577,0
"2025-10-13T13:21:43.743Z","R3",46.29,68.21,10155.52,5.6201,1
"2025-10-13T13:26:43.743Z","R8",46.07,54.3,6849.86,4.932,1
"2025-10-13T13:31:43.743Z","R9",18.41,39.84,4160.93,0.254,0
"2025-10-13T13:36:43.743Z","R7",19.62,42.82,4172.97,0.5458,0
"2025-10-13T13:41:43.743Z","R3",18.94,39.26,4209.35,0.5336,0
"2025-10-13T13:46:43.743Z","R9",20.24,41.6,4167.5,0.3513,0
"2025-10-13T13:51:43.743Z","R3",19,40.58,4055.55,0.1606,0
"2025-10-13T13:56:43.743Z","R8",44.3,47.44,9197.11,5.3445,1
"2025-10-13T14:01:43.743Z","R4",18.96,40.92,4293.52,0.4227,0
"2025-10-13T14:06:43.743Z","R6",19.38,43.95,4224.52,0.2997,0
"2025-10-13T14:11:43.743Z","R6",19.55,41.78,4336.52,0.168,0
"2025-10-13T14:16:43.743Z","R5",20.72,40.06,4341.67,0.2684,0
"2025-10-13T14:21:43.743Z","R5",19.65,41.8,4252.7,0.5831,0
"2025-10-13T14:26:43.743Z","R4",19.75,40.82,4332.16,0.3476,0
"2025-10-13T14:31:43.743Z","R2",50.82,55.79,8749.46,6.6273,1
"2025-10-13T14:36:43.743Z","R7",20.58,41.91,4327.09,0.3874,0
"2025-10-13T14:41:43.743Z","R2",20.22,40.04,4231.69,0.1734,0
"2025-10-13T14:46:43.743Z","R4",44.26,68.49,7088.43,2.3832,1
"2025-10-13T14:51:43.743Z","R4",19.99,42.05,4358.91,0.4138,0
"2025-10-13T14:56:43.743Z","R7",20.15,41.95,4210.91,0.3454,0
"2025-10-13T15:01:43.743Z","R8",20.21,43.2,4436.97,0.3049,0
"2025-10-13T15:06:43.743Z","R10",19.84,44.72,4507.02,0.5902,0
"2025-10-13T15:11:43.743Z","R8",44.14,47.89,10597.04,6.882,1
"2025-10-13T15:16:43.743Z","R7",19.69,40.85,4404.56,0.5481,0
"2025-10-13T15:21:43.743Z","R8",20.18,42.72,4479.75,0.1025,0
"2025-10-13T15:26:43.743Z","R1",53.45,49.93,7500.72,6.0466,1
"2025-10-13T15:31:43.743Z","R9",20.24,41.31,4553.45,0.4055,0
"2025-10-13T15:36:43.743Z","R1",19.68,44.34,4597.19,0.2805,0
"2025-10-13T15:41:43.743Z","R1",20.12,41.73,4560.85,0.4598,0
"2025-10-13T15:46:43.743Z","R2",20.7,41.93,4488.66,0.1091,0
"2025-10-13T15:51:43.743Z","R10",37.32,66.77,8661.07,3.3759,1
"2025-10-13T15:56:43.743Z","R2",20.86,42.01,4446.35,0.4851,0
"2025-10-13T16:01:43.743Z","R3",21.64,44.29,4800.61,0.1034,0
"2025-10-13T16:06:43.743Z","R8",55.34,70.43,10317.94,6.3968,1
"2025-10-13T16:11:43.743Z","R10",21.96,43.55,4771.32,0.5925,0
"2025-10-13T16:16:43.743Z","R2",22.1,45.29,4769.92,0.5814,0
"2025-10-13T16:21:43.743Z","R9",20.81,45.3,4696.47,0.2291,0
"2025-10-13T16:26:43.743Z","R9",21.34,45.16,4778.32,0.2872,0
"2025-10-13T16:31:43.743Z","R9",20.82,43.83,4751.63,0.5938,0
"2025-10-13T16:36:43.743Z","R2",21.37,41.96,4801.15,0.5712,0
"2025-10-13T16:41:43.743Z","R10",43.31,60.32,9695.11,2.5671,1
"2025-10-13T16:46:43.743Z","R9",20.99,45.46,4707.99,0.3025,0
"2025-10-13T16:51:43.743Z","R6",21.44,41.54,4706.24,0.3141,0
"2025-10-13T16:56:43.743Z","R3",20.31,44.45,4719.44,0.3762,0
"2025-10-13T17:01:43.743Z","R3",21.64,47.43,4969.33,0.1571,0
"2025-10-13T17:06:43.743Z","R4",21.81,46.61,5015.76,0.2963,0
"2025-10-13T17:11:43.743Z","R8",22.6,45.22,4909.81,0.5356,0
"2025-10-13T17:16:43.743Z","R6",22.04,43.22,4921.61,0.389,0
"2025-10-13T17:21:43.743Z","R6",21.48,45.11,4967,0.1862,0
"2025-10-13T17:26:43.743Z","R5",54.67,71.48,11889.04,6.5556,1
"2025-10-13T17:31:43.743Z","R5",21.92,44.39,4924.95,0.421,0
"2025-10-13T17:36:43.743Z","R4",22.05,43.13,5087.9,0.1591,0
"2025-10-13T17:41:43.743Z","R2",21.38,45.08,5070.54,0.3599,0
"2025-10-13T17:46:43.743Z","R10",22.91,43.97,4987.67,0.1459,0
"2025-10-13T17:51:43.743Z","R10",22.92,45.43,5007.46,0.4793,0
"2025-10-13T17:56:43.743Z","R10",21.57,43.18,4969.06,0.4486,0
"2025-10-13T18:01:43.743Z","R7",22.28,44.97,5223.36,0.2606,0
"2025-10-13T18:06:43.743Z","R4",22.42,46.32,5335.17,0.1958,0
"2025-10-13T18:11:43.743Z","R6",21.93,47.23,5291.74,0.3557,0
"2025-10-13T18:16:43.743Z","R3",22.72,44.19,5327.13,0.5922,0
"2025-10-13T18:21:43.743Z","R1",22.86,48.6,5291.91,0.2455,0
"2025-10-13T18:26:43.743Z","R9",22.91,44,5268.69,0.3453,0
"2025-10-13T18:31:43.743Z","R1",22.28,47.66,5295.05,0.4869,0
"2025-10-13T18:36:43.743Z","R6",22.98,47.69,5247.71,0.3827,0
"2025-10-13T18:41:43.743Z","R10",23.69,45.78,5189.15,0.1973,0
"2025-10-13T18:46:43.743Z","R6",23.05,45.06,5239.69,0.1401,0
"2025-10-13T18:51:43.743Z","R8",22.6,43.88,5316.8,0.4263,0
"2025-10-13T18:56:43.743Z","R6",22.86,47.54,5206.54,0.3256,0
"2025-10-13T19:01:43.743Z","R4",23.75,48.01,5438.09,0.3901,0
"2025-10-13T19:06:43.743Z","R4",22.92,46.59,5418.75,0.2063,0
"2025-10-13T19:11:43.743Z","R1",23.96,49.93,5545.44,0.2371,0
"2025-10-13T19:16:43.743Z","R9",49.6,51.37,8703.09,4.999,1
"2025-10-13T19:21:43.743Z","R5",22.79,45.24,5479.01,0.2652,0
"2025-10-13T19:26:43.743Z","R9",22.96,48.14,5421.56,0.4665,0
"2025-10-13T19:31:43.743Z","R8",23.2,47.14,5412.36,0.408,0
"2025-10-13T19:36:43.743Z","R6",23.21,45.74,5505.7,0.1794,0
"2025-10-13T19:41:43.743Z","R9",24.15,48.7,5419.19,0.1407,0
"2025-10-13T19:46:43.743Z","R4",42.94,71.27,11412.07,6.4466,1
"2025-10-13T19:51:43.743Z","R1",47.33,58.08,11613.2,5.0562,1
"2025-10-13T19:56:43.743Z","R9",22.83,47.91,5454.73,0.5169,0
"2025-10-13T20:01:43.743Z","R10",24.06,46.04,5684.57,0.1543,0
"2025-10-13T20:06:43.743Z","R5",45.58,69.09,10993.58,5.3887,1
"2025-10-13T20:11:43.743Z","R4",23.52,49.92,5758.04,0.2478,0
"2025-10-13T20:16:43.743Z","R4",23.8,49.58,5751.29,0.1299,0
"2025-10-13T20:21:43.743Z","R5",23.59,49.46,5714.81,0.3664,0
"2025-10-13T20:26:43.743Z","R10",24.51,49.02,5753.3,0.1242,0
"2025-10-13T20:31:43.743Z","R9",24.09,48.54,5659.17,0.3407,0
"2025-10-13T20:36:43.743Z","R9",54.44,71.14,10048.78,5.9397,1
"2025-10-13T20:41:43.743Z","R1",52.61,55.1,9238.19,5.6782,1
"2025-10-13T20:46:43.743Z","R9",24.93,49.16,5665.54,0.2028,0
"2025-10-13T20:51:43.743Z","R2",23.88,47.45,5767.21,0.1805,0
"2025-10-13T20:56:43.743Z","R8",23.64,47.29,5746.88,0.5072,0
"2025-10-13T21:01:43.743Z","R2",24.35,49.46,5827.21,0.2515,0
"2025-10-13T21:06:43.743Z","R1",57.16,54.44,9524.4,6.664,1
"2025-10-13T21:11:43.743Z","R9",52.98,68.6,10130.24,5.0469,1
"2025-10-13T21:16:43.743Z","R1",24.63,50.06,5860.91,0.2113,0
"2025-10-13T21:21:43.743Z","R7",24.62,51.65,5936.9,0.5203,0
"2025-10-13T21:26:43.743Z","R10",24.79,49.98,5859.62,0.59,0
"2025-10-13T21:31:43.743Z","R6",24.95,49.3,5956.97,0.2614,0
"2025-10-13T21:36:43.743Z","R4",23.77,47.06,5955.69,0.2903,0
"2025-10-13T21:41:43.743Z","R1",23.97,49.05,5772.32,0.1594,0
"2025-10-13T21:46:43.743Z","R9",25.34,50.22,5843.89,0.3155,0
"2025-10-13T21:51:43.743Z","R3",24.46,48.5,5962.9,0.3741,0
"2025-10-13T21:56:43.743Z","R10",24.2,50.16,5876.19,0.4574,0
"2025-10-13T22:01:43.743Z","R4",25.6,50.17,5867.82,0.1641,0
"2025-10-13T22:06:43.743Z","R3",25.8,49.96,5890.42,0.3265,0
"2025-10-13T22:11:43.743Z","R2",25.78,48.89,5931.77,0.5632,0
"2025-10-13T22:16:43.743Z","R4",25.82,47.74,5959.42,0.3288,0
"2025-10-13T22:21:43.743Z","R2",24.79,51.23,5917.34,0.2666,0
"2025-10-13T22:26:43.743Z","R9",24.08,50.85,6049.85,0.582,0
"2025-10-13T22:31:43.743Z","R4",24.75,49.26,5947.33,0.1056,0
"2025-10-13T22:36:43.743Z","R8",25.38,49.86,6008.72,0.4571,0
"2025-10-13T22:41:43.743Z","R6",25.03,50.39,6043.72,0.4191,0
"2025-10-13T22:46:43.743Z","R3",25.33,48.95,5981.03,0.2924,0
"2025-10-13T22:51:43.743Z","R7",58.25,50.73,14679.23,4.9358,1
"2025-10-13T22:56:43.743Z","R7",24.43,49.89,6051.69,0.1501,0
"2025-10-13T23:01:43.743Z","R2",25.7,47.68,5925.42,0.5921,0
"2025-10-13T23:06:43.743Z","R4",25.21,52.25,6083.35,0.2564,0
"2025-10-13T23:11:43.743Z","R10",25.19,48.36,6071.85,0.2039,0
"2025-10-13T23:16:43.743Z","R5",25.99,49.8,6068.8,0.3528,0
"2025-10-13T23:21:43.743Z","R6",24.79,50.54,6013.02,0.478,0
"2025-10-13T23:26:43.743Z","R7",41.22,67.83,13459.97,3.8226,1
"2025-10-13T23:31:43.743Z","R4",40.85,67.43,12808.8,5.8634,1
"2025-10-13T23:36:43.743Z","R5",24.98,50.14,5955.28,0.4157,0
"2025-10-13T23:41:43.743Z","R1",24.06,48.35,5918.49,0.4456,0
"2025-10-13T23:46:43.743Z","R1",24.47,50.74,6012.1,0.5184,0
"2025-10-13T23:51:43.743Z","R8",25.74,48.68,5987.23,0.3892,0
"2025-10-13T23:56:43.743Z","R1",25.22,48.21,5964.24,0.5298,0
"2025-10-14T00:01:43.743Z","R3",23.92,48.35,5989.45,0.3788,0
"2025-10-14T00:06:43.743Z","R3",25.6,52.13,5947.33,0.1283,0
"2025-10-14T00:11:43.743Z","R10",25.56,49.19,6026.4,0.1347,0
"2025-10-14T00:16:43.743Z","R3",24.41,50.23,6008.42,0.1708,0
"2025-10-14T00:21:43.743Z","R10",25.79,50.34,6011.55,0.177,0
"2025-10-14T00:26:43.743Z","R6",24.09,48.88,5956.41,0.5662,0
"2025-10-14T00:31:43.743Z","R4",25.63,47.59,5945.37,0.5065,0
"2025-10-14T00:36:43.743Z","R6",25.62,50.87,5882.29,0.292,0
"2025-10-14T00:41:43.743Z","R4",25.82,49.38,5980.76,0.3935,0
"2025-10-14T00:46:43.743Z","R5",25.77,49.59,5928.63,0.5292,0
"2025-10-14T00:51:43.743Z","R5",24.53,50.01,5957.2,0.2678,0
"2025-10-14T00:56:43.743Z","R1",24.59,51.99,5933.6,0.531,0
"2025-10-14T01:01:43.743Z","R4",41.02,60.47,12068.48,4.2763,1
"2025-10-14T01:06:43.743Z","R8",23.85,47.36,5945.68,0.2042,0
"2025-10-14T01:11:43.743Z","R6",45.43,67.78,9131.24,4.9139,1
"2025-10-14T01:16:43.743Z","R9",25.55,47.6,5911.26,0.2517,0
"2025-10-14T01:21:43.743Z","R4",25.16,51.15,5959.73,0.1485,0
"2025-10-14T01:26:43.743Z","R9",41.79,70.75,8992.45,5.1641,1
"2025-10-14T01:31:43.743Z","R10",25.55,51.35,5900.44,0.1923,0
"2025-10-14T01:36:43.743Z","R5",51.91,53.7,11153.29,6.5614,1
"2025-10-14T01:41:43.743Z","R6",25.14,46.94,5950.41,0.5231,0
"2025-10-14T01:46:43.743Z","R10",24.71,49.71,5944.28,0.5774,0
"2025-10-14T01:51:43.743Z","R1",24.66,49.76,5776.04,0.4877,0
"2025-10-14T01:56:43.743Z","R2",24.37,49.16,5796.47,0.403,0
"2025-10-14T02:01:43.743Z","R3",23.64,48.87,5741.85,0.115,0
"2025-10-14T02:06:43.743Z","R2",24.53,48.4,5794.82,0.463,0
"2025-10-14T02:11:43.743Z","R2",23.83,47.21,5771.95,0.2284,0
"2025-10-14T02:16:43.743Z","R3",24.86,48.59,5762.62,0.5791,0
"2025-10-14T02:21:43.743Z","R6",23.65,50.74,5734.31,0.5237,0
"2025-10-14T02:26:43.743Z","R9",24.8,49.98,5781.73,0.3894,0
"2025-10-14T02:31:43.743Z","R5",23.2,46.11,5672.89,0.3486,0
"2025-10-14T02:36:43.743Z","R2",23.38,46.38,5689.08,0.3738,0
"2025-10-14T02:41:43.743Z","R9",23.35,47.73,5618.96,0.5678,0
"2025-10-14T02:46:43.743Z","R1",23.49,50.44,5652.17,0.3368,0
"2025-10-14T02:51:43.743Z","R4",24.56,50.1,5648.12,0.3066,0
"2025-10-14T02:56:43.743Z","R1",24.33,48.62,5653.77,0.4031,0
"2025-10-14T03:01:43.743Z","R5",22.55,48.09,5464.38,0.5432,0
"2025-10-14T03:06:43.743Z","R5",48,67.51,10104.91,6.6553,1
"2025-10-14T03:11:43.743Z","R5",22.62,48.58,5571.14,0.3985,0
"2025-10-14T03:16:43.743Z","R4",54.44,57.43,13376.72,3.5407,1
"2025-10-14T03:21:43.743Z","R7",22.97,45.48,5516.04,0.2505,0
"2025-10-14T03:26:43.743Z","R10",43.16,67.1,8753.71,6.2392,1
"2025-10-14T03:31:43.743Z","R1",24.38,48.47,5487.37,0.1392,0
"2025-10-14T03:36:43.743Z","R1",22.65,47.42,5478.51,0.1445,0
"2025-10-14T03:41:43.743Z","R3",23.06,45.76,5428.27,0.4518,0
"2025-10-14T03:46:43.743Z","R2",24.2,47.38,5432.66,0.1797,0
"2025-10-14T03:51:43.743Z","R4",22.83,48.15,5597.97,0.464,0
"2025-10-14T03:56:43.743Z","R2",42.35,61.84,10471.47,4.2103,1
"2025-10-14T04:01:43.743Z","R1",22.14,44.85,5201.13,0.1619,0
"2025-10-14T04:06:43.743Z","R4",21.95,48.19,5255.14,0.2606,0
"2025-10-14T04:11:43.743Z","R5",23.72,44.38,5282.34,0.5647,0
"2025-10-14T04:16:43.743Z","R1",22.07,48.27,5196.84,0.3127,0
"2025-10-14T04:21:43.743Z","R1",22.4,44.76,5243.94,0.3595,0
"2025-10-14T04:26:43.743Z","R2",21.91,45.48,5268.63,0.543,0
"2025-10-14T04:31:43.743Z","R1",23.13,47.4,5160.69,0.2188,0
"2025-10-14T04:36:43.743Z","R7",23.59,44.51,5247.44,0.1309,0
"2025-10-14T04:41:43.743Z","R5",21.86,47.78,5254.04,0.1329,0
"2025-10-14T04:46:43.743Z","R8",23.64,44.42,5251.79,0.5381,0
"2025-10-14T04:51:43.743Z","R1",23.4,47.02,5193.37,0.4357,0
"2025-10-14T04:56:43.743Z","R4",22.29,48.17,5205.83,0.1679,0
"2025-10-14T05:01:43.743Z","R3",21.81,45.23,4960.78,0.1457,0
"2025-10-14T05:06:43.743Z","R3",21.22,45.58,5020.45,0.1084,0
"2025-10-14T05:11:43.743Z","R6",21.24,45.05,5064.86,0.4072,0
"2025-10-14T05:16:43.743Z","R8",21.39,44.18,5040,0.1291,0
"2025-10-14T05:21:43.743Z","R8",22.43,45.22,5025.04,0.5918,0
"2025-10-14T05:26:43.743Z","R7",21.25,45.51,5024.42,0.2272,0
"2025-10-14T05:31:43.743Z","R10",21.71,45.81,4998.91,0.4017,0
"2025-10-14T05:36:43.743Z","R3",37.15,58.45,11955.72,2.2135,1
"2025-10-14T05:41:43.743Z","R4",22.18,45.78,5054.62,0.4415,0
"2025-10-14T05:46:43.743Z","R9",21.15,44.13,4983.48,0.3562,0
"2025-10-14T05:51:43.743Z","R4",22.9,46.41,5021.33,0.4088,0
"2025-10-14T05:56:43.743Z","R3",21.62,46.15,5072.3,0.5816,0
"2025-10-14T06:01:43.743Z","R2",21.2,45.3,4811.94,0.4333,0
"2025-10-14T06:06:43.743Z","R6",20.61,41.33,4792.84,0.2498,0
"2025-10-14T06:11:43.743Z","R7",21.94,42.57,4745.34,0.1875,0
"2025-10-14T06:16:43.743Z","R3",21.67,43.16,4753.5,0.2698,0
"2025-10-14T06:21:43.743Z","R5",20.57,45.66,4694.76,0.3584,0
"2025-10-14T06:26:43.743Z","R6",20.77,45.91,4722.23,0.3758,0
"2025-10-14T06:31:43.743Z","R4",20.34,45.91,4776.29,0.3807,0
"2025-10-14T06:36:43.743Z","R1",20.66,45.08,4641.48,0.5993,0
"2025-10-14T06:41:43.743Z","R4",20.38,42.02,4777.32,0.3751,0
"2025-10-14T06:46:43.743Z","R6",21.56,45.48,4752.56,0.4184,0
"2025-10-14T06:51:43.743Z","R10",21.88,42.99,4782.16,0.2663,0
"2025-10-14T06:56:43.743Z","R10",21.49,46.08,4807.45,0.4352,0
"2025-10-14T07:01:43.743Z","R9",36.07,43.25,9204.93,3.3737,1
"2025-10-14T07:06:43.743Z","R6",19.84,42.73,4548.77,0.3889,0
"2025-10-14T07:11:43.743Z","R1",20.44,44.2,4427.26,0.1287,0
"2025-10-14T07:16:43.743Z","R7",19.83,41.95,4478.16,0.3032,0
"2025-10-14T07:21:43.743Z","R4",20.8,41.14,4523.34,0.3605,0
"2025-10-14T07:26:43.743Z","R4",20.31,42.97,4558.86,0.528,0
"2025-10-14T07:31:43.743Z","R2",20.83,40.54,4452.3,0.2079,0
"2025-10-14T07:36:43.743Z","R7",21.03,40.07,4532.95,0.4376,0
"2025-10-14T07:41:43.743Z","R10",21.39,41.38,4524.62,0.2991,0
"2025-10-14T07:46:43.743Z","R1",20.87,43.28,4433.25,0.1518,0
"2025-10-14T07:51:43.743Z","R8",20,40.31,4570.34,0.1532,0
"2025-10-14T07:56:43.743Z","R4",20.54,42.97,4522.56,0.2023,0
"2025-10-14T08:01:43.743Z","R8",46.17,46.4,8087.58,6.0655,1
"2025-10-14T08:06:43.743Z","R7",20.47,41.64,4316.23,0.2316,0
"2025-10-14T08:11:43.743Z","R1",42.51,56.33,8480.07,2.2257,1
"2025-10-14T08:16:43.743Z","R2",19.79,40.88,4339.13,0.5525,0
"2025-10-14T08:21:43.743Z","R2",20.16,41.69,4330.92,0.3819,0
"2025-10-14T08:26:43.743Z","R5",20.26,39.78,4209.48,0.5126,0
"2025-10-14T08:31:43.743Z","R4",20.78,40.35,4338.12,0.177,0
"2025-10-14T08:36:43.743Z","R3",19,41.54,4209.37,0.2874,0
"2025-10-14T08:41:43.743Z","R9",19.32,42.81,4330.55,0.505,0
"2025-10-14T08:46:43.743Z","R6",20.87,42.52,4296.48,0.5574,0
"2025-10-14T08:51:43.743Z","R2",19.48,40.34,4320.92,0.4458,0
"2025-10-14T08:56:43.743Z","R3",19.37,41.53,4295.23,0.4769,0
"2025-10-14T09:01:43.743Z","R9",18.91,41.12,4177.12,0.4151,0
"2025-10-14T09:06:43.743Z","R6",18.43,40.55,4119.32,0.1913,0
"2025-10-14T09:11:43.743Z","R3",18.98,38.44,4193.46,0.2157,0
"2025-10-14T09:16:43.743Z","R8",18.97,42.61,4191.42,0.3015,0
"2025-10-14T09:21:43.743Z","R5",19.94,40.33,4173.95,0.1888,0
"2025-10-14T09:26:43.743Z","R8",19.37,42.7,4096.65,0.2059,0
"2025-10-14T09:31:43.743Z","R3",19.75,42.11,4155.57,0.1683,0
"2025-10-14T09:36:43.743Z","R1",19.98,42.79,4205.34,0.5349,0
"2025-10-14T09:41:43.743Z","R4",38.24,54.25,9366.04,5.5597,1
"2025-10-14T09:46:43.743Z","R2",18.48,39.59,4128.02,0.4966,0
"2025-10-14T09:51:43.743Z","R8",20.22,40.96,4168.19,0.3638,0
"2025-10-14T09:56:43.743Z","R1",19.86,40.52,4114.45,0.1862,0
"2025-10-14T10:01:43.743Z","R7",18.95,38.9,4129.56,0.1013,0
"2025-10-14T10:06:43.743Z","R4",19.02,40.43,4033.01,0.5278,0
"2025-10-14T10:11:43.743Z","R10",18.31,39.08,3979.05,0.3257,0
"2025-10-14T10:16:43.743Z","R7",18.32,38.23,3969.55,0.2789,0
"2025-10-14T10:21:43.743Z","R6",44.21,52.99,10052.8,2.1602,1
"2025-10-14T10:26:43.743Z","R5",20.04,38.25,4125.96,0.5479,0
"2025-10-14T10:31:43.743Z","R7",19.8,38.68,4091.87,0.4333,0
"2025-10-14T10:36:43.743Z","R9",19.19,41.55,3974.15,0.1883,0
"2025-10-14T10:41:43.743Z","R3",18.76,39.59,3960.9,0.1781,0
"2025-10-14T10:46:43.743Z","R1",18.57,39.35,4093.12,0.2589,0
"2025-10-14T10:51:43.743Z","R4",18.24,37.8,3950.14,0.1501,0
"2025-10-14T10:56:43.743Z","R8",46.83,51.02,6453.7,6.0231,1
"2025-10-14T11:01:43.743Z","R2",19.68,40.07,4093.87,0.3919,0
"2025-10-14T11:06:43.743Z","R4",19.89,38.69,3920.26,0.2309,0
"2025-10-14T11:11:43.743Z","R5",38.86,42.95,8504.62,4.7197,1
"2025-10-14T11:16:43.743Z","R6",19.78,40.04,3985.59,0.3558,0
"2025-10-14T11:21:43.743Z","R8",18.15,41.8,4002.01,0.159,0
"2025-10-14T11:26:43.743Z","R9",18.94,41.42,4011.7,0.5302,0
"2025-10-14T11:31:43.743Z","R5",19.91,42.1,3927.81,0.3031,0
"2025-10-14T11:36:43.743Z","R5",46.48,42.47,6865.71,2.1408,1
"2025-10-14T11:41:43.743Z","R9",19.8,41.73,4082.5,0.5442,0
"2025-10-14T11:46:43.743Z","R3",18.61,38.19,3964.67,0.22,0
"2025-10-14T11:51:43.743Z","R2",18.11,37.75,3938.84,0.1549,0
"2025-10-14T11:56:43.743Z","R4",18.78,40.98,4043.68,0.2581,0
"2025-10-14T12:01:43.743Z","R10",18.31,42.65,4008.05,0.1338,0
"2025-10-14T12:06:43.743Z","R2",18.84,41.09,4059.99,0.3006,0
"2025-10-14T12:11:43.743Z","R9",19.42,39.8,4029.76,0.364,0
"2025-10-14T12:16:43.743Z","R5",18.15,39.41,4075.69,0.1813,0
"2025-10-14T12:21:43.743Z","R7",54.03,52.78,8398.39,4.3824,1
"2025-10-14T12:26:43.743Z","R9",18.51,39.82,4097.68,0.2371,0
"2025-10-14T12:31:43.743Z","R1",18.86,42.35,4054.04,0.4566,0
"2025-10-14T12:36:43.743Z","R7",19.01,40.77,4094.32,0.5481,0
"2025-10-14T12:41:43.743Z","R6",18.8,38.11,3936.79,0.2701,0
"2025-10-14T12:46:43.743Z","R6",19.98,41.24,3962.13,0.1949,0
"2025-10-14T12:51:43.743Z","R2",18.53,39.8,3972.56,0.3553,0
"2025-10-14T12:56:43.743Z","R3",19.45,39.66,4037.05,0.47,0
"2025-10-14T13:01:43.743Z","R6",19.38,39.98,4177.72,0.3281,0
"2025-10-14T13:06:43.743Z","R9",19.52,38.72,4223.31,0.4404,0
"2025-10-14T13:11:43.743Z","R1",51.26,68.64,7614.44,5.0007,1
"2025-10-14T13:16:43.743Z","R2",38.54,65.93,8284.41,4.4136,1
"2025-10-14T13:21:43.743Z","R9",18.95,40.38,4172.9,0.2992,0
"2025-10-14T13:26:43.743Z","R2",39.04,65.1,7220,5.1183,1
"2025-10-14T13:31:43.743Z","R5",18.89,42.81,4060.51,0.4956,0
"2025-10-14T13:36:43.743Z","R5",18.47,41.51,4100.76,0.1435,0
"2025-10-14T13:41:43.743Z","R3",19.23,40.93,4178.6,0.2525,0
"2025-10-14T13:46:43.743Z","R3",19.46,39.25,4071.45,0.5933,0
"2025-10-14T13:51:43.743Z","R9",18.59,39.22,4043.3,0.4841,0
"2025-10-14T13:56:43.743Z","R7",19.74,41.25,4146.07,0.3354,0
